ID,Video_File,x,y,timestamp,Experience,action type,timing,sound type
1764467331636,output_with_sound_A_1_1.mp4,847,665,7.639,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,850,667,7.653,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,850,673,7.67,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,852,675,7.687,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,852,678,7.701,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,858,683,7.715,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,863,686,7.729,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,866,691,7.745,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,868,697,7.759,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,871,697,7.773,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,874,699,7.786,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,876,702,7.814,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,879,705,7.84,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,884,705,7.855,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,887,707,7.869,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,895,707,7.883,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,906,710,7.896,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,914,713,7.91,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,916,715,7.924,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,927,718,7.938,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,935,721,7.952,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,946,723,7.965,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,962,726,7.979,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,980,729,7.993,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,999,729,8.007,Experienced,drum,correct,instrumental sound
1764467331636,output_with_sound_A_1_1.mp4,1012,731,8.021,Experienced,drum,correct,instrumental sound
